160
23.7049358,37.9842752,0
23.7049426,37.9842633,0
23.7049439,37.9842507,0
23.70494,37.9842386,0
23.7049564,37.9842311,0
23.7049746,37.9842227,0
23.7049896,37.9842138,0
23.7050051,37.9842003,0
23.7050259,37.9841822,0
23.7050424,37.9841649,0
23.7049859,37.9840885,0
23.7048097,37.98385,0
23.7047206,37.9837253,0
23.7046686,37.9836525,0
23.7048977,37.983554,0
23.7048342,37.9834808,0
23.7049149,37.9834449,0
23.7054614,37.9832057,0
23.7056503,37.9831248,0
23.7058394,37.9830386,0
23.7060688,37.9829342,0
23.7062307,37.9828605,0
23.706503,37.9827452,0
23.7067866,37.9826306,0
23.7071135,37.9825066,0
23.7074622,37.9823823,0
23.7076904,37.9823082,0
23.7079115,37.9822395,0
23.7081479,37.982168,0
23.708287,37.9821249,0
23.7085381,37.9820391,0
23.7087741,37.9819518,0
23.7089048,37.9818989,0
23.7090075,37.9818591,0
23.7091776,37.9817911,0
23.7093282,37.9817325,0
23.7095511,37.981648,0
23.7099623,37.9814833,0
23.7101243,37.98142,0
23.7107255,37.9811851,0
23.7109038,37.9811135,0
23.7111318,37.9810247,0
23.7112055,37.9809951,0
23.7113648,37.9809289,0
23.7114844,37.9808767,0
23.7116174,37.9808186,0
23.7116662,37.9807973,0
23.7117015,37.9807819,0
23.7121585,37.9805822,0
23.7122596,37.9805384,0
23.7124298,37.9804675,0
23.7126444,37.9803788,0
23.7135827,37.9800029,0
23.7140688,37.9798291,0
23.7144134,37.9797128,0
23.7147045,37.9796177,0
23.7147527,37.9796019,0
23.7150934,37.9794983,0
23.7154018,37.9794147,0
23.7155051,37.9793873,0
23.7158243,37.9792995,0
23.7159128,37.9792742,0
23.7164063,37.9791378,0
23.7165981,37.9790807,0
23.7166506,37.979065,0
23.7168035,37.9790523,0
23.7169428,37.979127,0
23.7173908,37.9793216,0
23.7177589,37.979483,0
23.7179063,37.9795807,0
23.718209,37.979714,0
23.7186051,37.9798885,0
23.7191945,37.9801481,0
23.7193388,37.9802116,0
23.7197227,37.9803804,0
23.720097,37.980545,0
23.7201194,37.9805549,0
23.7207306,37.9808277,0
23.7208974,37.9808985,0
